0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.19995051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.39996873,32.39999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.59999445,30.5999692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.79999423,28.79995446,28.79999281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.9999967,26.99999601,26.99999603,26.99999923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.19999849,25.19999785,25.19999783,25.19999781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.39999942,23.39999912,23.39999911,23.3999991,23.39993993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.59999981,21.5999997,21.59999969,21.59999969,21.59999968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.79995241,19.79993122,19.79993054,19.79992986,19.79992917,19.79994188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.99998371,17.99997529,17.99997503,17.99997476,17.9999745,17.99997423,17.99995659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.19999537,16.19999254,16.19999245,16.19999237,16.19999228,16.19999219,16.19999211,16.19998728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.39999898,14.39999823,14.39999821,14.39999818,14.39999816,14.39999814,14.39999812,14.39999864,14.39999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.59999985,12.59999971,12.59999971,12.5999997,12.5999997,12.5999997,12.59999969,12.59999969,12.59999999,12.59998311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.79999999,10.79999998,10.79999998,10.79999998,10.79999997,10.79999997,10.79999997,10.79999997,10.79999997,10.79997197,10.79999747,10.79999818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,9,9.000000206,8.999999795,8.999999997,8.999998099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.20005474,7.199990833,7.199990623,7.19999041,7.199990194,7.199989976,7.199989754,7.19998953,7.199989303,7.199989073,7.199988839,7.200000003,7.199999989,7.199998805,7.199999998,7.199999926,7.199999999,7.199999998,0,0,0,0,0,0,0,0,0,0,0,0
5.399962259,5.400038237,5.400036337,5.400034491,5.400032696,5.400030952,5.400029259,5.400027616,5.400026024,5.400024482,5.400022989,5.400021546,5.400020152,5.399999403,5.399999953,5.399999162,5.399993472,5.399999998,5.399999981,5.399999804,5.399997977,5.399999993,5.399999048,0,0,0,0,0,0,0
3.599918698,3.59999702,3.6,3.599999999,3.599946529,3.599993564,3.599977007,3.599961013,3.599949031,3.599940725,3.599935093,3.599931296,3.599928751,3.59992707,3.599999809,3.599999997,3.599999965,3.599999744,3.599998825,3.599996079,3.6,3.599999999,3.599999996,3.599999989,3.599999964,3.599999886,3.599999646,3.59999892,3.599999999,3.599999997
1.799993667,1.799986815,1.799987305,1.799987818,1.799988352,1.799988902,1.799989467,1.799990044,1.799990633,1.79999123,1.799991836,1.799992447,1.799993065,1.799993687,1.799994312,1.7999997,1.799999923,1.799999998,1.799999988,1.799999948,1.799999836,1.799999585,1.799999109,1.799998299,1.799997036,1.799995188,1.8,1.8,1.799999999,1.799999999
0,-0.000136074,-0.000136121,-0.000136081,-0.000135956,-0.000135749,-0.00013546,-0.000135092,-0.000134646,-0.000134124,-0.000133527,-0.000132857,-0.000132115,-0.000150574,-0.00014982,-0.000148991,-6.20E-08,-3.44E-06,-1.13E-05,-2.31E-10,-3.62E-10,-7.04E-10,-1.60E-09,-3.60E-09,-7.38E-09,-1.37E-08,-2.35E-08,-3.74E-08,-5.62E-08,-8.07E-08
